source_domain,source,source_id,target_domain,target,target_id,relationship,code
Common,Location,location,Common,Function,function,Aggregation,G
Common,Location,location,Common,Function,function,Association,O
Common,Location,location,Common,Grouping,grouping,Composition,C
Common,Location,location,Common,Grouping,grouping,Aggregation,G
Common,Location,location,Common,Grouping,grouping,Assignment,I
Common,Location,location,Common,Grouping,grouping,Realization,R
Common,Location,location,Common,Grouping,grouping,Serving,V
Common,Location,location,Common,Grouping,grouping,Access,A
Common,Location,location,Common,Grouping,grouping,Influence,N
Common,Location,location,Common,Grouping,grouping,Association,O
Common,Location,location,Common,Grouping,grouping,Specialization,S
Common,Location,location,Common,Grouping,grouping,Flow,F
Common,Location,location,Common,Grouping,grouping,Triggering,T
Common,Location,location,Common,Location,location,Composition,C
Common,Location,location,Common,Location,location,Aggregation,G
Common,Location,location,Common,Location,location,Association,O
Common,Location,location,Common,Location,location,Specialization,S
Common,Location,location,Common,Path,path,Composition,C
Common,Location,location,Common,Path,path,Aggregation,G
Common,Location,location,Common,Path,path,Association,O
Common,Location,location,Common,Process,process,Composition,C
Common,Location,location,Common,Process,process,Aggregation,G
Common,Location,location,Common,Process,process,Association,O
Common,Location,location,Common,Role,role,Composition,C
Common,Location,location,Common,Role,role,Aggregation,G
Common,Location,location,Common,Role,role,Association,O
Common,Location,location,Common,Service,service,Composition,C
Common,Location,location,Common,Service,service,Aggregation,G
Common,Location,location,Common,Service,service,Association,O
Common,Location,location,Motivation,Assessment,assessment,Composition,C
Common,Location,location,Motivation,Assessment,assessment,Aggregation,G
Common,Location,location,Motivation,Assessment,assessment,Association,O
Common,Location,location,Motivation,Driver,driver,Composition,C
Common,Location,location,Motivation,Driver,driver,Aggregation,G
Common,Location,location,Motivation,Driver,driver,Association,O
Common,Location,location,Motivation,Goal,goal,Composition,C
Common,Location,location,Motivation,Goal,goal,Aggregation,G
Common,Location,location,Motivation,Goal,goal,Association,O
Common,Location,location,Motivation,Meaning,meaning,Composition,C
Common,Location,location,Motivation,Meaning,meaning,Aggregation,G
Common,Location,location,Motivation,Meaning,meaning,Association,O
Common,Location,location,Motivation,Outcome,outcome,Composition,C
Common,Location,location,Motivation,Outcome,outcome,Aggregation,G
Common,Location,location,Motivation,Outcome,outcome,Association,O
Common,Location,location,Motivation,Principle,principle,Composition,C
Common,Location,location,Motivation,Principle,principle,Aggregation,G
Common,Location,location,Motivation,Principle,principle,Association,O
Common,Location,location,Motivation,Requirement,requirement,Composition,C
Common,Location,location,Motivation,Requirement,requirement,Aggregation,G
Common,Location,location,Motivation,Requirement,requirement,Association,O
Common,Location,location,Motivation,Stakeholder,stakeholder,Composition,C
Common,Location,location,Motivation,Stakeholder,stakeholder,Aggregation,G
Common,Location,location,Motivation,Stakeholder,stakeholder,Association,O
Common,Location,location,Motivation,Value,value,Composition,C
Common,Location,location,Motivation,Value,value,Aggregation,G
Common,Location,location,Motivation,Value,value,Association,O
Common,Location,location,Strategy,Capability,capability,Composition,C
Common,Location,location,Strategy,Capability,capability,Aggregation,G
Common,Location,location,Strategy,Capability,capability,Association,O
Common,Location,location,Strategy,Course of Action,course-of-action,Composition,C
Common,Location,location,Strategy,Course of Action,course-of-action,Aggregation,G
Common,Location,location,Strategy,Course of Action,course-of-action,Association,O
Common,Location,location,Strategy,Resource,resource,Composition,C
Common,Location,location,Strategy,Resource,resource,Aggregation,G
Common,Location,location,Strategy,Resource,resource,Association,O
Common,Location,location,Strategy,Value Stream,value-stream,Composition,C
Common,Location,location,Strategy,Value Stream,value-stream,Aggregation,G
Common,Location,location,Strategy,Value Stream,value-stream,Association,O
Common,Location,location,Business,Business Actor,business-actor,Composition,C
Common,Location,location,Business,Business Actor,business-actor,Aggregation,G
Common,Location,location,Business,Business Actor,business-actor,Association,O
Common,Location,location,Business,Business Interface,business-interface,Composition,C
Common,Location,location,Business,Business Interface,business-interface,Aggregation,G
Common,Location,location,Business,Business Interface,business-interface,Association,O
Common,Location,location,Business,Business Object,business-object,Composition,C
Common,Location,location,Business,Business Object,business-object,Aggregation,G
Common,Location,location,Business,Business Object,business-object,Association,O
Common,Location,location,Business,Product,product,Composition,C
Common,Location,location,Business,Product,product,Aggregation,G
Common,Location,location,Business,Product,product,Association,O
Common,Location,location,Application,Application Component,application-component,Composition,C
Common,Location,location,Application,Application Component,application-component,Aggregation,G
Common,Location,location,Application,Application Component,application-component,Association,O
Common,Location,location,Application,Application Interface,application-interface,Composition,C
Common,Location,location,Application,Application Interface,application-interface,Aggregation,G
Common,Location,location,Application,Application Interface,application-interface,Association,O
Common,Location,location,Application,Data Object,data-object,Composition,C
Common,Location,location,Application,Data Object,data-object,Aggregation,G
Common,Location,location,Application,Data Object,data-object,Association,O
Common,Location,location,Technology,Artifact,artifact,Composition,C
Common,Location,location,Technology,Artifact,artifact,Aggregation,G
Common,Location,location,Technology,Artifact,artifact,Association,O
Common,Location,location,Technology,Communication Network,communication-network,Composition,C
Common,Location,location,Technology,Communication Network,communication-network,Aggregation,G
Common,Location,location,Technology,Communication Network,communication-network,Association,O
Common,Location,location,Technology,Device,device,Composition,C
Common,Location,location,Technology,Device,device,Aggregation,G
Common,Location,location,Technology,Device,device,Association,O
Common,Location,location,Technology,Distribution Network,distribution-network,Composition,C
Common,Location,location,Technology,Distribution Network,distribution-network,Aggregation,G
Common,Location,location,Technology,Distribution Network,distribution-network,Association,O
Common,Location,location,Technology,Equipment,equipment,Composition,C
Common,Location,location,Technology,Equipment,equipment,Aggregation,G
Common,Location,location,Technology,Equipment,equipment,Association,O
Common,Location,location,Technology,Facility,facility,Composition,C
Common,Location,location,Technology,Facility,facility,Aggregation,G
Common,Location,location,Technology,Facility,facility,Association,O
Common,Location,location,Technology,Material,material,Composition,C
Common,Location,location,Technology,Material,material,Aggregation,G
Common,Location,location,Technology,Material,material,Association,O
Common,Location,location,Technology,Node,technology-node,Composition,C
Common,Location,location,Technology,Node,technology-node,Aggregation,G
Common,Location,location,Technology,Node,technology-node,Association,O
Common,Location,location,Technology,System Software,system-software,Composition,C
Common,Location,location,Technology,System Software,system-software,Aggregation,G
Common,Location,location,Technology,System Software,system-software,Association,O
Common,Location,location,Technology,Technology Interface,technology-interface,Composition,C
Common,Location,location,Technology,Technology Interface,technology-interface,Aggregation,G
Common,Location,location,Technology,Technology Interface,technology-interface,Association,O
Common,Location,location,Implementation & Migration,Deliverable,deliverable,Composition,C
Common,Location,location,Implementation & Migration,Deliverable,deliverable,Aggregation,G
Common,Location,location,Implementation & Migration,Deliverable,deliverable,Association,O
Common,Location,location,Implementation & Migration,Plateau,plateau,Composition,C
Common,Location,location,Implementation & Migration,Plateau,plateau,Aggregation,G
Common,Location,location,Implementation & Migration,Plateau,plateau,Association,O
Common,Location,location,Implementation & Migration,Work Package,work-package,Composition,C
Common,Location,location,Implementation & Migration,Work Package,work-package,Aggregation,G
Common,Location,location,Implementation & Migration,Work Package,work-package,Association,O
Common,Path,path,Common,Collaboration,collaboration,Association,O
Common,Path,path,Common,Event,event,Association,O
Common,Path,path,Common,Function,function,Association,O
Common,Path,path,Common,Grouping,grouping,Composition,C
Common,Path,path,Common,Grouping,grouping,Aggregation,G
Common,Path,path,Common,Grouping,grouping,Assignment,I
Common,Path,path,Common,Grouping,grouping,Realization,R
Common,Path,path,Common,Grouping,grouping,Serving,V
Common,Path,path,Common,Grouping,grouping,Access,A
Common,Path,path,Common,Grouping,grouping,Influence,N
Common,Path,path,Common,Grouping,grouping,Association,O
Common,Path,path,Common,Grouping,grouping,Specialization,S
Common,Path,path,Common,Grouping,grouping,Flow,F
Common,Path,path,Common,Grouping,grouping,Triggering,T
Common,Path,path,Common,Location,location,Association,O
Common,Path,path,Common,Path,path,Composition,C
Common,Path,path,Common,Path,path,Aggregation,G
Common,Path,path,Common,Path,path,Realization,R
Common,Path,path,Common,Path,path,Association,O
Common,Path,path,Common,Path,path,Specialization,S
Common,Path,path,Common,Process,process,Association,O
Common,Path,path,Common,Role,role,Association,O
Common,Path,path,Common,Service,service,Association,O
Common,Path,path,Motivation,Assessment,assessment,Association,O
Common,Path,path,Motivation,Driver,driver,Association,O
Common,Path,path,Motivation,Goal,goal,Influence,N
Common,Path,path,Motivation,Goal,goal,Association,O
Common,Path,path,Motivation,Meaning,meaning,Association,O
Common,Path,path,Motivation,Outcome,outcome,Association,O
Common,Path,path,Motivation,Principle,principle,Association,O
Common,Path,path,Motivation,Requirement,requirement,Realization,R
Common,Path,path,Motivation,Requirement,requirement,Influence,N
Common,Path,path,Motivation,Requirement,requirement,Association,O
Common,Path,path,Motivation,Stakeholder,stakeholder,Association,O
Common,Path,path,Motivation,Value,value,Association,O
Common,Path,path,Strategy,Capability,capability,Association,O
Common,Path,path,Strategy,Course of Action,course-of-action,Association,O
Common,Path,path,Strategy,Resource,resource,Realization,R
Common,Path,path,Strategy,Resource,resource,Association,O
Common,Path,path,Strategy,Value Stream,value-stream,Association,O
Common,Path,path,Business,Business Actor,business-actor,Association,O
Common,Path,path,Business,Business Interface,business-interface,Association,O
Common,Path,path,Business,Business Object,business-object,Association,O
Common,Path,path,Business,Product,product,Association,O
Common,Path,path,Application,Application Component,application-component,Association,O
Common,Path,path,Application,Application Interface,application-interface,Association,O
Common,Path,path,Application,Data Object,data-object,Association,O
Common,Path,path,Technology,Artifact,artifact,Association,O
Common,Path,path,Technology,Communication Network,communication-network,Association,O
Common,Path,path,Technology,Device,device,Association,O
Common,Path,path,Technology,Distribution Network,distribution-network,Association,O
Common,Path,path,Technology,Equipment,equipment,Association,O
Common,Path,path,Technology,Facility,facility,Association,O
Common,Path,path,Technology,Material,material,Association,O
Common,Path,path,Technology,Node,technology-node,Association,O
Common,Path,path,Technology,System Software,system-software,Association,O
Common,Path,path,Technology,Technology Interface,technology-interface,Association,O
Common,Path,path,Implementation & Migration,Deliverable,deliverable,Association,O
Common,Path,path,Implementation & Migration,Plateau,plateau,Association,O
Common,Path,path,Implementation & Migration,Work Package,work-package,Association,O
Common,Process,process,Common,Collaboration,collaboration,Association,O
Common,Process,process,Common,Event,event,Association,O
Common,Process,process,Common,Event,event,Flow,F
Common,Process,process,Common,Event,event,Triggering,T
Common,Process,process,Common,Function,function,Composition,C
Common,Process,process,Common,Function,function,Aggregation,G
Common,Process,process,Common,Function,function,Association,O
Common,Process,process,Common,Function,function,Flow,F
Common,Process,process,Common,Function,function,Triggering,T
Common,Process,process,Common,Grouping,grouping,Composition,C
Common,Process,process,Common,Grouping,grouping,Aggregation,G
Common,Process,process,Common,Grouping,grouping,Assignment,I
Common,Process,process,Common,Grouping,grouping,Realization,R
Common,Process,process,Common,Grouping,grouping,Serving,V
Common,Process,process,Common,Grouping,grouping,Access,A
Common,Process,process,Common,Grouping,grouping,Influence,N
Common,Process,process,Common,Grouping,grouping,Association,O
Common,Process,process,Common,Grouping,grouping,Specialization,S
Common,Process,process,Common,Grouping,grouping,Flow,F
Common,Process,process,Common,Grouping,grouping,Triggering,T
Common,Process,process,Common,Location,location,Association,O
Common,Process,process,Common,Path,path,Association,O
Common,Process,process,Common,Process,process,Composition,C
Common,Process,process,Common,Process,process,Aggregation,G
Common,Process,process,Common,Process,process,Association,O
Common,Process,process,Common,Process,process,Specialization,S
Common,Process,process,Common,Process,process,Flow,F
Common,Process,process,Common,Process,process,Triggering,T
Common,Process,process,Common,Role,role,Association,O
Common,Process,process,Common,Service,service,Realization,R
Common,Process,process,Common,Service,service,Association,O
Common,Process,process,Motivation,Assessment,assessment,Association,O
Common,Process,process,Motivation,Driver,driver,Association,O
Common,Process,process,Motivation,Goal,goal,Influence,N
Common,Process,process,Motivation,Goal,goal,Association,O
Common,Process,process,Motivation,Meaning,meaning,Association,O
Common,Process,process,Motivation,Outcome,outcome,Association,O
Common,Process,process,Motivation,Principle,principle,Association,O
Common,Process,process,Motivation,Requirement,requirement,Realization,R
Common,Process,process,Motivation,Requirement,requirement,Influence,N
Common,Process,process,Motivation,Requirement,requirement,Association,O
Common,Process,process,Motivation,Stakeholder,stakeholder,Association,O
Common,Process,process,Motivation,Value,value,Association,O
Common,Process,process,Strategy,Capability,capability,Realization,R
Common,Process,process,Strategy,Capability,capability,Association,O
Common,Process,process,Strategy,Course of Action,course-of-action,Realization,R
Common,Process,process,Strategy,Course of Action,course-of-action,Association,O
Common,Process,process,Strategy,Resource,resource,Association,O
Common,Process,process,Strategy,Value Stream,value-stream,Realization,R
Common,Process,process,Strategy,Value Stream,value-stream,Association,O
Common,Process,process,Business,Business Actor,business-actor,Association,O
Common,Process,process,Business,Business Interface,business-interface,Association,O
Common,Process,process,Business,Business Object,business-object,Access,A
Common,Process,process,Business,Business Object,business-object,Association,O
Common,Process,process,Business,Product,product,Association,O
Common,Process,process,Application,Application Component,application-component,Association,O
Common,Process,process,Application,Application Interface,application-interface,Association,O
Common,Process,process,Application,Data Object,data-object,Access,A
Common,Process,process,Application,Data Object,data-object,Association,O
Common,Process,process,Technology,Artifact,artifact,Access,A
Common,Process,process,Technology,Artifact,artifact,Association,O
Common,Process,process,Technology,Communication Network,communication-network,Association,O
Common,Process,process,Technology,Device,device,Association,O
Common,Process,process,Technology,Distribution Network,distribution-network,Association,O
Common,Process,process,Technology,Equipment,equipment,Association,O
Common,Process,process,Technology,Facility,facility,Association,O
Common,Process,process,Technology,Material,material,Access,A
Common,Process,process,Technology,Material,material,Association,O
Common,Process,process,Technology,Node,technology-node,Association,O
Common,Process,process,Technology,System Software,system-software,Association,O
Common,Process,process,Technology,Technology Interface,technology-interface,Association,O
Common,Process,process,Implementation & Migration,Deliverable,deliverable,Access,A
Common,Process,process,Implementation & Migration,Deliverable,deliverable,Association,O
Common,Process,process,Implementation & Migration,Plateau,plateau,Association,O
Common,Process,process,Implementation & Migration,Work Package,work-package,Association,O
Common,Role,role,Common,Collaboration,collaboration,Association,O
Common,Role,role,Common,Event,event,Assignment,I
Common,Role,role,Common,Event,event,Association,O
Common,Role,role,Common,Function,function,Assignment,I
Common,Role,role,Common,Function,function,Association,O
Common,Role,role,Common,Grouping,grouping,Composition,C
Common,Role,role,Common,Grouping,grouping,Aggregation,G
Common,Role,role,Common,Grouping,grouping,Assignment,I
Common,Role,role,Common,Grouping,grouping,Realization,R
Common,Role,role,Common,Grouping,grouping,Serving,V
Common,Role,role,Common,Grouping,grouping,Access,A
Common,Role,role,Common,Grouping,grouping,Influence,N
Common,Role,role,Common,Grouping,grouping,Association,O
Common,Role,role,Common,Grouping,grouping,Specialization,S
Common,Role,role,Common,Grouping,grouping,Flow,F
Common,Role,role,Common,Grouping,grouping,Triggering,T
Common,Role,role,Common,Location,location,Association,O
Common,Role,role,Common,Path,path,Realization,R
Common,Role,role,Common,Path,path,Association,O
Common,Role,role,Common,Process,process,Assignment,I
Common,Role,role,Common,Process,process,Association,O
Common,Role,role,Common,Role,role,Composition,C
Common,Role,role,Common,Role,role,Aggregation,G
Common,Role,role,Common,Role,role,Assignment,I
Common,Role,role,Common,Role,role,Association,O
Common,Role,role,Common,Role,role,Specialization,S
Common,Role,role,Common,Service,service,Association,O
Common,Role,role,Motivation,Assessment,assessment,Association,O
Common,Role,role,Motivation,Driver,driver,Association,O
Common,Role,role,Motivation,Goal,goal,Influence,N
Common,Role,role,Motivation,Goal,goal,Association,O
Common,Role,role,Motivation,Meaning,meaning,Association,O
Common,Role,role,Motivation,Outcome,outcome,Association,O
Common,Role,role,Motivation,Principle,principle,Association,O
Common,Role,role,Motivation,Requirement,requirement,Realization,R
Common,Role,role,Motivation,Requirement,requirement,Influence,N
Common,Role,role,Motivation,Requirement,requirement,Association,O
Common,Role,role,Motivation,Stakeholder,stakeholder,Association,O
Common,Role,role,Motivation,Value,value,Association,O
Common,Role,role,Strategy,Capability,capability,Association,O
Common,Role,role,Strategy,Course of Action,course-of-action,Association,O
Common,Role,role,Strategy,Resource,resource,Association,O
Common,Role,role,Strategy,Value Stream,value-stream,Association,O
Common,Role,role,Business,Business Actor,business-actor,Association,O
Common,Role,role,Business,Business Interface,business-interface,Composition,C
Common,Role,role,Business,Business Interface,business-interface,Aggregation,G
Common,Role,role,Business,Business Interface,business-interface,Association,O
Common,Role,role,Business,Business Object,business-object,Association,O
Common,Role,role,Business,Product,product,Association,O
Common,Role,role,Application,Application Component,application-component,Association,O
Common,Role,role,Application,Application Interface,application-interface,Composition,C
Common,Role,role,Application,Application Interface,application-interface,Aggregation,G
Common,Role,role,Application,Application Interface,application-interface,Association,O
Common,Role,role,Application,Data Object,data-object,Association,O
Common,Role,role,Technology,Artifact,artifact,Association,O
Common,Role,role,Technology,Communication Network,communication-network,Association,O
Common,Role,role,Technology,Device,device,Association,O
Common,Role,role,Technology,Distribution Network,distribution-network,Association,O
Common,Role,role,Technology,Equipment,equipment,Association,O
Common,Role,role,Technology,Facility,facility,Association,O
Common,Role,role,Technology,Material,material,Association,O
Common,Role,role,Technology,Node,technology-node,Association,O
Common,Role,role,Technology,System Software,system-software,Association,O
Common,Role,role,Technology,Technology Interface,technology-interface,Composition,C
Common,Role,role,Technology,Technology Interface,technology-interface,Aggregation,G
Common,Role,role,Technology,Technology Interface,technology-interface,Association,O
Common,Role,role,Implementation & Migration,Deliverable,deliverable,Association,O
Common,Role,role,Implementation & Migration,Plateau,plateau,Association,O
Common,Role,role,Implementation & Migration,Work Package,work-package,Association,O
Common,Service,service,Common,Collaboration,collaboration,Serving,V
Common,Service,service,Common,Collaboration,collaboration,Association,O
Common,Service,service,Common,Event,event,Association,O
Common,Service,service,Common,Function,function,Serving,V
Common,Service,service,Common,Function,function,Association,O
Common,Service,service,Common,Grouping,grouping,Composition,C
Common,Service,service,Common,Grouping,grouping,Aggregation,G
Common,Service,service,Common,Grouping,grouping,Assignment,I
Common,Service,service,Common,Grouping,grouping,Realization,R
Common,Service,service,Common,Grouping,grouping,Serving,V
Common,Service,service,Common,Grouping,grouping,Access,A
Common,Service,service,Common,Grouping,grouping,Influence,N
Common,Service,service,Common,Grouping,grouping,Association,O
Common,Service,service,Common,Grouping,grouping,Specialization,S
Common,Service,service,Common,Grouping,grouping,Flow,F
Common,Service,service,Common,Grouping,grouping,Triggering,T
Common,Service,service,Common,Location,location,Association,O
Common,Service,service,Common,Path,path,Serving,V
Common,Service,service,Common,Path,path,Association,O
Common,Service,service,Common,Process,process,Serving,V
Common,Service,service,Common,Process,process,Association,O
Common,Service,service,Common,Role,role,Serving,V
Common,Service,service,Common,Role,role,Association,O
Common,Service,service,Common,Service,service,Composition,C
Common,Service,service,Common,Service,service,Aggregation,G
Common,Service,service,Common,Service,service,Association,O
Common,Service,service,Common,Service,service,Specialization,S
Common,Service,service,Common,Service,service,Flow,F
Common,Service,service,Common,Service,service,Triggering,T
Common,Service,service,Motivation,Assessment,assessment,Association,O
Common,Service,service,Motivation,Driver,driver,Association,O
Common,Service,service,Motivation,Goal,goal,Influence,N
Common,Service,service,Motivation,Goal,goal,Association,O
Common,Service,service,Motivation,Meaning,meaning,Association,O
Common,Service,service,Motivation,Outcome,outcome,Association,O
Common,Service,service,Motivation,Principle,principle,Association,O
Common,Service,service,Motivation,Requirement,requirement,Realization,R
Common,Service,service,Motivation,Requirement,requirement,Influence,N
Common,Service,service,Motivation,Requirement,requirement,Association,O
Common,Service,service,Motivation,Stakeholder,stakeholder,Association,O
Common,Service,service,Motivation,Value,value,Association,O
Common,Service,service,Strategy,Capability,capability,Association,O
Common,Service,service,Strategy,Course of Action,course-of-action,Association,O
Common,Service,service,Strategy,Resource,resource,Association,O
Common,Service,service,Strategy,Value Stream,value-stream,Association,O
Common,Service,service,Business,Business Actor,business-actor,Serving,V
Common,Service,service,Business,Business Actor,business-actor,Association,O
Common,Service,service,Business,Business Interface,business-interface,Serving,V
Common,Service,service,Business,Business Interface,business-interface,Association,O
Common,Service,service,Business,Business Object,business-object,Access,A
Common,Service,service,Business,Business Object,business-object,Association,O
Common,Service,service,Business,Product,product,Association,O
Common,Service,service,Application,Application Component,application-component,Serving,V
Common,Service,service,Application,Application Component,application-component,Association,O
Common,Service,service,Application,Application Interface,application-interface,Serving,V
Common,Service,service,Application,Application Interface,application-interface,Association,O
Common,Service,service,Application,Data Object,data-object,Access,A
Common,Service,service,Application,Data Object,data-object,Association,O
Common,Service,service,Technology,Artifact,artifact,Access,A
Common,Service,service,Technology,Artifact,artifact,Association,O
Common,Service,service,Technology,Communication Network,communication-network,Serving,V
Common,Service,service,Technology,Communication Network,communication-network,Association,O
Common,Service,service,Technology,Device,device,Serving,V
Common,Service,service,Technology,Device,device,Association,O
Common,Service,service,Technology,Distribution Network,distribution-network,Serving,V
Common,Service,service,Technology,Distribution Network,distribution-network,Association,O
Common,Service,service,Technology,Equipment,equipment,Serving,V
Common,Service,service,Technology,Equipment,equipment,Association,O
Common,Service,service,Technology,Facility,facility,Serving,V
Common,Service,service,Technology,Facility,facility,Association,O
Common,Service,service,Technology,Material,material,Access,A
Common,Service,service,Technology,Material,material,Association,O
Common,Service,service,Technology,Node,technology-node,Serving,V
Common,Service,service,Technology,Node,technology-node,Association,O
Common,Service,service,Technology,System Software,system-software,Serving,V
Common,Service,service,Technology,System Software,system-software,Association,O
Common,Service,service,Technology,Technology Interface,technology-interface,Serving,V
Common,Service,service,Technology,Technology Interface,technology-interface,Association,O
Common,Service,service,Implementation & Migration,Deliverable,deliverable,Access,A
Common,Service,service,Implementation & Migration,Deliverable,deliverable,Association,O
Common,Service,service,Implementation & Migration,Plateau,plateau,Association,O
Common,Service,service,Implementation & Migration,Work Package,work-package,Association,O
Motivation,Assessment,assessment,Common,Collaboration,collaboration,Association,O
Motivation,Assessment,assessment,Common,Event,event,Association,O
Motivation,Assessment,assessment,Common,Function,function,Association,O
Motivation,Assessment,assessment,Common,Grouping,grouping,Composition,C
Motivation,Assessment,assessment,Common,Grouping,grouping,Aggregation,G
Motivation,Assessment,assessment,Common,Grouping,grouping,Assignment,I
Motivation,Assessment,assessment,Common,Grouping,grouping,Realization,R
Motivation,Assessment,assessment,Common,Grouping,grouping,Serving,V
Motivation,Assessment,assessment,Common,Grouping,grouping,Access,A
Motivation,Assessment,assessment,Common,Grouping,grouping,Influence,N
Motivation,Assessment,assessment,Common,Grouping,grouping,Association,O
Motivation,Assessment,assessment,Common,Grouping,grouping,Specialization,S
Motivation,Assessment,assessment,Common,Grouping,grouping,Flow,F
Motivation,Assessment,assessment,Common,Grouping,grouping,Triggering,T
Motivation,Assessment,assessment,Common,Location,location,Association,O
Motivation,Assessment,assessment,Common,Path,path,Association,O
Motivation,Assessment,assessment,Common,Process,process,Association,O
Motivation,Assessment,assessment,Common,Role,role,Association,O
Motivation,Assessment,assessment,Common,Service,service,Association,O
Motivation,Assessment,assessment,Motivation,Assessment,assessment,Composition,C
Motivation,Assessment,assessment,Motivation,Assessment,assessment,Aggregation,G
Motivation,Assessment,assessment,Motivation,Assessment,assessment,Influence,N
Motivation,Assessment,assessment,Motivation,Assessment,assessment,Association,O
Motivation,Assessment,assessment,Motivation,Assessment,assessment,Specialization,S
Motivation,Assessment,assessment,Motivation,Driver,driver,Influence,N
Motivation,Assessment,assessment,Motivation,Driver,driver,Association,O
Motivation,Assessment,assessment,Motivation,Goal,goal,Influence,N
Motivation,Assessment,assessment,Motivation,Goal,goal,Association,O
Motivation,Assessment,assessment,Motivation,Meaning,meaning,Influence,N
Motivation,Assessment,assessment,Motivation,Meaning,meaning,Association,O
Motivation,Assessment,assessment,Motivation,Outcome,outcome,Influence,N
Motivation,Assessment,assessment,Motivation,Outcome,outcome,Association,O
Motivation,Assessment,assessment,Motivation,Principle,principle,Influence,N
Motivation,Assessment,assessment,Motivation,Principle,principle,Association,O
Motivation,Assessment,assessment,Motivation,Requirement,requirement,Influence,N
Motivation,Assessment,assessment,Motivation,Requirement,requirement,Association,O
Motivation,Assessment,assessment,Motivation,Stakeholder,stakeholder,Influence,N
Motivation,Assessment,assessment,Motivation,Stakeholder,stakeholder,Association,O
Motivation,Assessment,assessment,Motivation,Value,value,Influence,N
Motivation,Assessment,assessment,Motivation,Value,value,Association,O
Motivation,Assessment,assessment,Strategy,Capability,capability,Association,O
Motivation,Assessment,assessment,Strategy,Course of Action,course-of-action,Association,O
Motivation,Assessment,assessment,Strategy,Resource,resource,Association,O
Motivation,Assessment,assessment,Strategy,Value Stream,value-stream,Association,O
Motivation,Assessment,assessment,Business,Business Actor,business-actor,Association,O
Motivation,Assessment,assessment,Business,Business Interface,business-interface,Association,O
Motivation,Assessment,assessment,Business,Business Object,business-object,Association,O
Motivation,Assessment,assessment,Business,Product,product,Association,O
Motivation,Assessment,assessment,Application,Application Component,application-component,Association,O
Motivation,Assessment,assessment,Application,Application Interface,application-interface,Association,O
Motivation,Assessment,assessment,Application,Data Object,data-object,Association,O
Motivation,Assessment,assessment,Technology,Artifact,artifact,Association,O
Motivation,Assessment,assessment,Technology,Communication Network,communication-network,Association,O
Motivation,Assessment,assessment,Technology,Device,device,Association,O
Motivation,Assessment,assessment,Technology,Distribution Network,distribution-network,Association,O
Motivation,Assessment,assessment,Technology,Equipment,equipment,Association,O
Motivation,Assessment,assessment,Technology,Facility,facility,Association,O
Motivation,Assessment,assessment,Technology,Material,material,Association,O
Motivation,Assessment,assessment,Technology,Node,technology-node,Association,O
Motivation,Assessment,assessment,Technology,System Software,system-software,Association,O
Motivation,Assessment,assessment,Technology,Technology Interface,technology-interface,Association,O
Motivation,Assessment,assessment,Implementation & Migration,Deliverable,deliverable,Association,O
Motivation,Assessment,assessment,Implementation & Migration,Plateau,plateau,Association,O
Motivation,Assessment,assessment,Implementation & Migration,Work Package,work-package,Association,O
Motivation,Driver,driver,Common,Collaboration,collaboration,Association,O
Motivation,Driver,driver,Common,Event,event,Association,O
Motivation,Driver,driver,Common,Function,function,Association,O
Motivation,Driver,driver,Common,Grouping,grouping,Composition,C
Motivation,Driver,driver,Common,Grouping,grouping,Aggregation,G
Motivation,Driver,driver,Common,Grouping,grouping,Assignment,I
Motivation,Driver,driver,Common,Grouping,grouping,Realization,R
Motivation,Driver,driver,Common,Grouping,grouping,Serving,V
Motivation,Driver,driver,Common,Grouping,grouping,Access,A
Motivation,Driver,driver,Common,Grouping,grouping,Influence,N
Motivation,Driver,driver,Common,Grouping,grouping,Association,O
Motivation,Driver,driver,Common,Grouping,grouping,Specialization,S
Motivation,Driver,driver,Common,Grouping,grouping,Flow,F
Motivation,Driver,driver,Common,Grouping,grouping,Triggering,T
Motivation,Driver,driver,Common,Location,location,Association,O
Motivation,Driver,driver,Common,Path,path,Association,O
Motivation,Driver,driver,Common,Process,process,Association,O
Motivation,Driver,driver,Common,Role,role,Association,O
Motivation,Driver,driver,Common,Service,service,Association,O
Motivation,Driver,driver,Motivation,Assessment,assessment,Influence,N
Motivation,Driver,driver,Motivation,Assessment,assessment,Association,O
Motivation,Driver,driver,Motivation,Driver,driver,Composition,C
Motivation,Driver,driver,Motivation,Driver,driver,Aggregation,G
Motivation,Driver,driver,Motivation,Driver,driver,Influence,N
Motivation,Driver,driver,Motivation,Driver,driver,Association,O
Motivation,Driver,driver,Motivation,Driver,driver,Specialization,S
Motivation,Driver,driver,Motivation,Goal,goal,Influence,N
Motivation,Driver,driver,Motivation,Goal,goal,Association,O
Motivation,Driver,driver,Motivation,Meaning,meaning,Influence,N
Motivation,Driver,driver,Motivation,Meaning,meaning,Association,O
Motivation,Driver,driver,Motivation,Outcome,outcome,Influence,N
Motivation,Driver,driver,Motivation,Outcome,outcome,Association,O
Motivation,Driver,driver,Motivation,Principle,principle,Influence,N
Motivation,Driver,driver,Motivation,Principle,principle,Association,O
Motivation,Driver,driver,Motivation,Requirement,requirement,Influence,N
Motivation,Driver,driver,Motivation,Requirement,requirement,Association,O
Motivation,Driver,driver,Motivation,Stakeholder,stakeholder,Influence,N
